Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
CY088384,Influenza A virus (A/England/532/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: London,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-27,2012-03-16,ssRNA(-)
CY088385,Influenza A virus (A/England/532/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: London,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-27,2012-03-16,ssRNA(-)
CY088386,Influenza A virus (A/England/532/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: London,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-27,2012-03-16,ssRNA(-)
CY088387,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088388,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088389,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088390,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088391,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088392,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088393,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088394,Influenza A virus (A/England/522/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-12,2012-03-16,ssRNA(-)
CY088395,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088396,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088397,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088398,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088399,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088400,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088401,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088402,Influenza A virus (A/England/909/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Lambeth,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-09,2012-03-16,ssRNA(-)
CY088403,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088404,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088405,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088406,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088407,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088408,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088409,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088410,Influenza A virus (A/England/547/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Chelmsford,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088411,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088412,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088413,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088414,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088415,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088416,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088417,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088418,Influenza A virus (A/England/552/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Stoke-on-trent,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-18,2012-03-16,ssRNA(-)
CY088419,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088420,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088421,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088422,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088423,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088424,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088425,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088426,Influenza A virus (A/England/587/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Birmingham,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-06,2012-03-16,ssRNA(-)
CY088427,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088428,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088429,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088430,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088431,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088432,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088433,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088434,Influenza A virus (A/England/917/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-02,2012-03-16,ssRNA(-)
CY088435,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088436,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088437,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088438,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088439,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088440,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088441,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088442,Influenza A virus (A/England/584/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Harrow,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-11-16,2012-03-16,ssRNA(-)
CY088443,Influenza A virus (A/England/369/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,986,partial,United Kingdom,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003,2012-03-16,ssRNA(-)
CY088444,Influenza A virus (A/England/392/2008(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,986,partial,United Kingdom,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2008,2012-03-16,ssRNA(-)
CY088445,Influenza A virus (A/England/394/2008(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,986,partial,United Kingdom,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2008,2012-03-16,ssRNA(-)
CY088446,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088447,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088448,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088449,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088450,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088451,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088452,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088453,Influenza A virus (A/England/592/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-16,2012-03-16,ssRNA(-)
CY088454,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088455,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088456,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088457,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088458,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088459,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088460,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088461,Influenza A virus (A/England/593/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-11,2012-03-16,ssRNA(-)
CY088462,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088463,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088464,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088465,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088466,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088467,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088468,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088469,Influenza A virus (A/England/602/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: Bristol,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12-14,2012-03-16,ssRNA(-)
CY088470,Influenza A virus (A/England/4024313/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12,2012-03-16,ssRNA(-)
CY088471,Influenza A virus (A/England/4024313/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12,2012-03-16,ssRNA(-)
CY088472,Influenza A virus (A/England/4024313/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-12,2012-03-16,ssRNA(-)
CY088473,Influenza A virus (A/England/430/2003(H3N2)),Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: Cambridge,Homo sapiens,,"Galiano,M., Johnson,B.F., Myers,R., Ellis,J., Daniels,R., Zambon,M.",2003-10-24,2012-03-16,ssRNA(-)
