Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
MK502386,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502387,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502388,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502389,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502390,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502391,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-12,2019-02-13,ssRNA(-)
MK502392,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502393,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502394,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502395,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502396,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502397,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502398,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502399,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-03-16,2019-02-13,ssRNA(-)
MK502400,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502401,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502402,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502403,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502404,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502405,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502406,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502407,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-21,2019-02-13,ssRNA(-)
MK502408,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502409,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502410,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502411,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502412,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502413,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502414,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK502415,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-27,2019-02-13,ssRNA(-)
MK400720,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK400721,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK400722,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK400723,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK400803,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK400804,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK400805,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK400806,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,7,982,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK400886,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK400887,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK400888,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK400889,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,6,1410,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK400969,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK400970,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK400971,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK400972,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,5,1497,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK401052,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK401053,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK401054,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK401055,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,8,838,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK401135,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK401136,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK401137,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK401138,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,3,2151,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK401217,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK401218,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK401219,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK401220,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,2,2274,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK401292,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-12,2019-01-20,ssRNA(-)
MK401293,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-15,2019-01-20,ssRNA(-)
MK401294,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-01-16,2019-01-20,ssRNA(-)
MK401295,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,1,2280,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-02-01,2019-01-20,ssRNA(-)
MK401374,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,,4,1701,partial,United Kingdom: England,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Fries,A.C., Garrett,C.M., Powell,M.L., Minnich,D.E., Couch,M.R., Hanson,J.F., DeMarcus,L.S., Crum,M.E., Bogue,A.L., Federinko,S.P., Macias,E.A., West,C.A., Poel,J.R.",2018-04-04,2019-01-20,ssRNA(-)
